,SB,DT,DB,ASP,TC,LT,VB,PC,GB,PC_S1,SB_M1,ASP_S1,ASP_S2,ASP_S3
CG7115,0.2974284327996118,0.1371923427529626,0.1984171848501978,0.5677655677655677,0.2341696535244922,0.2741433021806853,0.1676891615541922,0.2376485303314571,0.4583333333333333,195.25,8.58116734420736,1804.0164569995095,212.60710900295925,22.66892525
MED20,0.096555070354197,0.0382862351868732,0.1232334652345958,0.1172161172161172,0.060931899641577,0.0934579439252336,0.0777096114519427,0.1181988742964352,0.0416666666666666,160.25,10.0925677641165,1566.8494048857567,285.7141236935637,69.927993
PGAP5,0.0587093643862202,0.0191431175934366,0.0700960994912379,0.0622710622710622,0.045400238948626,0.0311526479750778,0.0593047034764826,0.0900562851782364,0.0277777777777777,204.25,9.994036744849764,1097.3282787996757,244.158037099655,20.63139225
CG7840,0.4143619602134886,0.117137648131267,0.3600904465799887,0.706959706959707,0.3428912783751493,0.2149532710280373,0.2740286298568507,0.8205128205128205,0.2083333333333333,249.5,9.6779491803935,813.5872384921144,104.88986427146315,24.732150500000003
CG7778,0.0164968461911693,0.0118505013673655,0.00847936687394,0.0146520146520146,0.005973715651135,1.3457943925233644,0.0224948875255623,0.0168855534709193,9.86111111111111,287.25,10.7859443256481,549.3606651374706,168.98911953321775,9.2731875
CSN8,0.4444444444444444,0.2812215132178669,0.6568682871678915,0.5054945054945055,0.3440860215053763,0.2274143302180685,0.6298568507157464,0.6116322701688556,0.1388888888888889,313.0,12.5588461193706,2607.5268530251165,489.031069520415,140.13496575
Wdr82,0.2042697719553614,0.1125797629899726,0.2764273600904466,0.2197802197802197,0.1505376344086021,0.1588785046728972,0.2556237218813906,0.2626641651031895,0.125,530.75,11.4809652033479,2510.1231622331434,422.7394926971672,96.09876625
emb,0.7884522076661815,0.5209662716499545,0.963256076879593,0.8608058608058609,0.6714456391875747,0.822429906542056,0.9100204498977504,0.9968730456535334,1.0694444444444444,318.5,12.527803926482552,15183.036272324898,2812.0314866376275,78.742012
mRpL51,0.0936438622028141,0.0597082953509571,0.1769361221028829,0.1172161172161172,0.094384707287933,0.087227414330218,0.2269938650306748,0.2076297686053783,0.0277777777777777,516.0,12.03448444976415,2507.629185970103,442.0851115235157,183.92869225
raw,0.1305191654536632,0.068824065633546,0.1927642736009044,0.1025641025641025,0.080047789725209,0.2461059190031152,0.1042944785276073,0.1507191994996873,0.3055555555555556,347.75,9.91438398824765,3099.72803374342,655.3837476475865,20.04487475
CG32982,0.7370208636584182,0.410665451230629,0.7280949689089882,0.9010989010989012,0.3727598566308244,0.8878504672897196,0.4130879345603272,1.5278298936835522,1.0972222222222223,409.75,10.229696428892051,3444.714045796284,658.772607869647,30.2391615
CG13124,0.0208636584182435,0.0492251595259799,0.0966647823629169,0.0,0.014336917562724,0.3956386292834891,0.0470347648261758,0.2263914946841776,0.625,235.0,8.730384664212615,518.2950357115093,119.1168156525802,7.733013999999999
Srp54,0.3255701115963125,0.2739288969917958,0.4437535330695308,0.4029304029304029,0.2819593787335723,0.249221183800623,0.3701431492842535,0.4171357098186366,0.2638888888888889,447.75,11.3957746612471,11317.142505673668,1416.0215841402276,214.57122375
Pen,0.2319262493934983,0.6330902461257977,0.2713397399660825,0.1062271062271062,0.2640382317801673,0.0747663551401869,0.2515337423312883,0.1694809255784865,0.0138888888888888,443.25,12.0858424480522,33915.11500957097,3412.911564648048,234.38680525
CG4957,0.0781174187287724,0.031905195989061,0.0910118711136235,0.1172161172161172,0.054958183990442,0.0623052959501557,0.0715746421267893,0.1269543464665415,0.0416666666666666,164.75,9.73884872481847,427.0026851554727,82.78239632165432,15.89740225
CYLD,0.0829694323144104,0.0542388331814038,0.0960994912379875,0.0879120879120879,0.056152927120669,0.1557632398753894,0.0777096114519427,0.0975609756097561,0.1944444444444444,297.5,9.420684881793484,1571.8474523487669,162.33524855107305,27.8517335
RnrL,0.0334788937409024,0.0382862351868732,0.0361786319954776,0.0109890109890109,0.044205495818399,0.0031152647975077,0.0122699386503067,0.0300187617260788,0.0,206.0,12.32399829504825,9321.760605947826,1272.480525869919,61.6617075
Cand1,0.1329451722464822,0.0984503190519598,0.1944601469756924,0.1098901098901098,0.1266427718040621,0.2274143302180685,0.2106339468302658,0.2101313320825516,0.0972222222222222,342.75,10.1242860979587,7981.774582790863,1094.376130707283,48.925480500000006
Cdk1,0.2828723920426977,0.2734731084776663,0.4092707744488411,0.2014652014652014,0.2640382317801673,0.0623052959501557,0.4151329243353783,0.2088805503439649,0.0277777777777777,230.25,11.40054761535025,8657.920900400684,1118.651444324664,233.27873825
da,0.3532265890344493,0.3723792160437557,0.4250989259468626,0.4065934065934066,0.3428912783751493,0.4485981308411215,0.4171779141104294,0.4183864915572232,0.7361111111111112,296.75,10.3812351484652,10017.253340337376,1336.65501797938,118.9153165
Klp31E,0.0315380883066472,0.015496809480401,0.0446579988694177,0.0293040293040293,0.019115890083632,0.0404984423676012,0.0265848670756646,0.0419011882426516,0.0138888888888888,175.25,8.15537363192502,868.7395232695717,342.08811618167505,8.46881275
Bug22,0.1698204754973314,0.1139471285323609,0.2340305257207461,0.2124542124542124,0.1433691756272401,0.1277258566978193,0.2269938650306748,0.2301438398999374,0.1666666666666666,270.25,11.2340798848412,2789.0697806151165,545.7390361916144,99.81651675
Grip75,0.027171276079573,0.0396536007292616,0.0537026568682871,0.0146520146520146,0.020310633213859,0.0093457943925233,0.0531697341513292,0.0331457160725453,0.0,250.0,10.1870840079441,2057.9212941539167,237.55368917457253,31.81502675
Myo31DF,0.1174187287724405,0.0761166818596171,0.1707179197286602,0.0366300366300366,0.045400238948626,0.1495327102803738,0.1226993865030674,0.1369606003752345,0.0694444444444444,164.75,8.704177917645374,5063.828699787319,563.939999298172,28.48767
CG6443,0.1125667151868025,0.077028258887876,0.1650650084793668,0.1758241758241758,0.078853046594982,0.1246105919003115,0.0981595092024539,0.1550969355847404,0.1527777777777778,263.75,9.491233793128991,1509.7838431344535,287.4570915981668,38.56468125
aurB,0.0878214459000485,0.1139471285323609,0.1650650084793668,0.0622710622710622,0.066905615292712,0.0373831775700934,0.1942740286298568,0.0694183864915572,0.0277777777777777,257.5,9.281804145072297,6255.74341603544,1023.9199007154242,147.9606555
YL-1,0.1581756428918,0.1271649954421148,0.22215941209723,0.1941391941391941,0.1326164874551971,0.1339563862928348,0.2372188139059304,0.2526579111944965,0.2361111111111111,196.25,10.358763925496,1311.30810220763,230.3357563047985,30.91148525
RfC38,0.1217855409995148,0.0838650865998176,0.180327868852459,0.0952380952380952,0.074074074074074,0.0903426791277258,0.1411042944785276,0.0950594121325828,0.0138888888888888,206.5,11.3929632406121,2962.84454935568,388.5036315278705,85.0734325
cana,0.0286268801552644,0.0496809480401093,0.0791407574901074,0.0219780219780219,0.020310633213859,0.0747663551401869,0.0593047034764826,0.0725453408380237,0.0555555555555555,239.25,9.729797064037667,1910.4953890613435,335.34682362797,8.50898825
CG31705,0.2455118874332848,0.0551504102096627,0.1684567552289429,0.0695970695970696,0.1875746714456392,0.3208722741433021,0.1860940695296523,0.2858036272670419,0.2777777777777778,157.75,11.52140362350155,6070.6156780935335,304.0110740153252,29.419476
CycY,0.227559437166424,0.1312670920692798,0.3233465234595817,0.2234432234432234,0.1421744324970131,0.2118380062305296,0.2576687116564417,0.4215134459036898,0.2083333333333333,208.0,9.659974868634784,5247.546116684416,1155.734614841384,70.6806545
CG6686,0.155749636098981,0.1043755697356426,0.2074618428490672,0.2271062271062271,0.1314217443249701,0.1277258566978193,0.1963190184049079,0.2351469668542839,0.1388888888888889,155.75,11.5325037351678,4484.37956130899,567.877780430395,35.02783925
CG5787,0.1741872877244056,0.1112123974475843,0.218767665347654,0.1904761904761904,0.1433691756272401,0.1433021806853582,0.2085889570552147,0.2507817385866166,0.0833333333333333,248.5,11.00608739220145,6034.669398029456,617.0807060434305,30.51602275
Sirt1,0.3973799126637554,0.2529626253418414,0.499152063312606,0.4871794871794871,0.3440860215053763,0.4080996884735202,0.4335378323108384,0.5265791119449656,0.375,179.25,10.1395118884807,4513.448436684371,474.4869265427933,35.504219750000004
Edem2,0.193110140708394,0.1148587055606198,0.2470322215941209,0.2857142857142857,0.1827956989247312,0.2305295950155763,0.147239263803681,0.2570356472795497,0.1388888888888889,214.75,7.45380935996167,3527.48764696008,632.0419095943163,29.46148725
CG31729,0.2042697719553614,0.0970829535095715,0.1961560203504805,0.1721611721611721,0.1589008363201911,0.2149532710280373,0.1595092024539877,0.2038774233896185,0.25,235.0,9.38342079868363,4670.966603035527,808.504088205834,23.9763915
Nnp-1,0.2052401746724891,0.1435733819507748,0.2374222724703222,0.2344322344322344,0.1600955794504181,0.0841121495327102,0.3456032719836401,0.2557848655409631,0.0277777777777777,540.0,9.51418302409092,11812.583701515066,2197.059221903268,120.18756675
Tap42,0.1023774866569626,0.081130355515041,0.1633691351045788,0.1135531135531135,0.07168458781362,0.0809968847352024,0.1513292433537832,0.1657285803627267,0.0416666666666666,257.75,10.94901643511305,3092.987107771557,549.370498406789,82.6867355
Ing5,0.1547792333818534,0.089334548769371,0.1876766534765404,0.1794871794871795,0.1170848267622461,0.2211838006230529,0.1533742331288343,0.2101313320825516,0.1944444444444444,316.25,10.313627707382,1194.914107555997,243.03911716474173,42.49041025
CG16865,0.0955846676370693,0.0624430264357338,0.1198417184850197,0.1172161172161172,0.072879330943847,0.0467289719626168,0.0858895705521472,0.1050656660412758,0.0277777777777777,164.25,11.05933675531885,1027.2546973416322,90.19795518251082,30.562389749999998
CG34166,0.0111596312469674,0.0031905195989061,0.0028264556246466,0.0256410256410256,0.001194743130227,0.0031152647975077,0.0,0.0006253908692933,0.0,168.25,12.18502725561885,1640.0092483385097,212.3560109307171,30.48012675
THG,0.0640465793304221,0.0296262534184138,0.073487846240814,0.0622710622710622,0.041816009557945,0.0498442367601246,0.081799591002045,0.0931832395247029,0.0416666666666666,207.25,9.648777962658636,594.9147349891617,118.48205220632316,23.605997
Rnmt,0.1368267831149927,0.0587967183226982,0.1724137931034483,0.1282051282051282,0.1015531660692951,0.0841121495327102,0.1186094069529652,0.2407754846779237,0.0416666666666666,606.25,9.388010358173537,2642.4501189668395,419.663244356937,47.249733
Cul3,0.2261038330907326,0.1504102096627165,0.2809496890898812,0.2417582417582417,0.2078853046594982,0.2647975077881619,0.294478527607362,0.3558474046278924,0.3194444444444444,616.5,11.2139292396635,8451.489121681516,1624.1812033911574,68.61757025
CG4935,0.0203784570596797,0.0127620783956244,0.0237422272470322,0.0256410256410256,0.015531660692951,0.0186915887850467,0.0143149284253578,0.0237648530331457,0.0416666666666666,231.5,10.060689915494674,733.074327789,160.91089823731224,21.66591375
CG5953,0.0655021834061135,0.060619872379216,0.1458451102317693,0.0366300366300366,0.041816009557945,0.2180685358255451,0.2208588957055214,0.1244527829893683,0.5833333333333334,378.5,13.6528806436384,500.368347988363,159.2145949107153,5.20856375
mdy,0.0577389616690926,0.0373746581586144,0.1729790842283776,0.0219780219780219,0.051373954599761,1.0155763239875388,0.1492842535787321,0.1094434021263289,1.2361111111111112,1178.5,11.1711673147141,4459.446469444104,795.5757915215142,72.2483145
CG12288,0.0640465793304221,0.0273473108477666,0.0797060486150367,0.0769230769230769,0.046594982078853,0.0155763239875389,0.147239263803681,0.0900562851782364,0.0138888888888888,250.0,10.7461449651509,1849.271122728417,240.8915579820022,29.557142
Lrch,0.0339640950994662,0.023701002734731,0.0548332391181458,0.0183150183150183,0.020310633213859,0.0373831775700934,0.0552147239263803,0.3220762976860538,0.0416666666666666,160.5,9.890363309274804,1479.7689137791467,421.2308803898528,10.2279695
CG15141,0.0849102377486657,0.0797629899726526,0.1368004522328999,0.0952380952380952,0.080047789725209,0.0809968847352024,0.1165644171779141,0.0856785490931832,0.0694444444444444,222.25,9.55135210803439,4570.725447224823,645.72149313369,114.15773775
kel,0.0446385249878699,0.0455788514129443,0.0729225551158846,0.0512820512820512,0.038231780167264,0.043613707165109,0.0715746421267893,0.0587867417135709,0.2361111111111111,155.25,9.631208012739624,4590.640930380353,508.0999846637262,12.9541665
JMJD4,0.1004366812227074,0.0546946216955332,0.146975692481628,0.1245421245421245,0.0931899641577061,0.0654205607476635,0.1492842535787321,0.1782363977485928,0.0694444444444444,446.5,9.99020736055934,1839.33132629122,270.53202987600497,29.55270125
bsf,0.1441048034934497,0.0674567000911577,0.1192764273600904,0.1538461538461538,0.081242532855436,0.0623052959501557,0.16359918200409,0.1619762351469668,0.0555555555555555,156.25,10.8882118249434,9289.819995442216,1187.0941885141722,44.326537
CG10413,0.2523047064531781,0.1180492251595259,0.2899943470887507,0.2454212454212454,0.1720430107526881,0.3457943925233644,0.2290388548057259,0.3170731707317073,0.625,283.25,11.60228142494925,3788.963168720666,665.7774212094255,30.65049725
CG10333,0.1868025230470645,0.1216955332725615,0.253815715093273,0.1978021978021978,0.1541218637992831,0.1526479750778816,0.2556237218813906,0.308317698561601,0.0694444444444444,339.5,10.996446823705,3020.785790918273,234.81801256864324,22.2905085
CG10376,0.0383309073265405,0.0287146763901549,0.0480497456189937,0.0476190476190476,0.029868578255675,0.0373831775700934,0.0572597137014314,0.0469043151969981,0.0416666666666666,396.5,10.552854772849049,2103.76834567623,340.70380484637974,32.6397365
CG10343,0.391072295002426,0.2041932543299909,0.5211984171848502,0.3846153846153846,0.3297491039426523,0.2336448598130841,0.4662576687116564,0.6360225140712945,0.0972222222222222,418.25,11.79085606157555,1622.9546145614668,328.6625458049795,86.876352
mRpL13,0.2557011159631246,0.0920692798541476,0.395703787450537,0.4322344322344322,0.1720430107526881,0.0934579439252336,0.3987730061349693,0.3708567854909318,0.0694444444444444,204.5,12.11059012646595,1143.62063329119,147.6361461715245,70.8573845
hook,0.1775836972343522,0.0911577028258887,0.217071791972866,0.238095238095238,0.1373954599761051,0.2585669781931464,0.2004089979550102,0.2876797998749218,0.25,495.25,10.2804940501353,2368.7185258499867,440.3139953205362,34.99673525
Ddc,0.12372634643377,0.0227894257064721,0.1271905031091011,0.0183150183150183,0.017921146953405,2.190031152647975,0.4335378323108384,0.0218886804252657,0.3888888888888889,403.0,11.0465785361815,3922.20447503939,91.96708635277405,26.7700785
RanGAP,0.148471615720524,0.0856882406563354,0.1311475409836065,0.2087912087912088,0.069295101553166,0.0311526479750778,0.1431492842535787,0.0819262038774233,0.0138888888888888,418.25,11.36087162729195,8762.549297478647,1075.312795028799,125.611552
Top2,0.2988840368753032,0.2301731996353692,0.3810062182023742,0.3626373626373626,0.1959378733572282,0.1931464174454828,0.3231083844580777,0.2933083176985616,0.0277777777777777,360.0,11.6811720436638,23353.31010806613,2172.970425388105,82.853558
CG33116,0.0456089277049975,0.0264357338195077,0.0570944036178632,0.0512820512820512,0.032258064516129,0.0591900311526479,0.0633946830265848,0.0606629143214509,0.0138888888888888,256.5,9.86244085186058,3814.2569024854033,716.1881488876743,65.0346825
Hakai,0.1048034934497816,0.052415679124886,0.0960994912379875,0.1208791208791208,0.065710872162485,0.0841121495327102,0.081799591002045,0.1031894934333958,0.0138888888888888,298.0,9.4168777180105,2922.9855914004497,576.3553251612981,107.4534405
fbp,0.0412421154779233,0.0829535095715588,0.0977953646127755,0.0476190476190476,0.0908004778972521,0.0311526479750778,0.1411042944785276,0.148217636022514,0.0138888888888888,313.5,12.516306647968449,5640.42226473772,993.673040781624,105.59034225
Taf13,0.2188258127122756,0.1066545123062898,0.3035613340870548,0.3076923076923077,0.1553166069295101,0.1713395638629283,0.2167689161554192,0.4271419637273296,0.2083333333333333,328.5,12.2695564786613,1465.3740598988234,394.36259073691247,112.969487
mRpS18B,0.2406598738476467,0.1112123974475843,0.3363482193329565,0.2307692307692307,0.1768219832735962,0.1370716510903426,0.3292433537832311,0.3639774859287054,0.0555555555555555,222.25,11.53959633705325,1614.9886474689167,216.7102277910857,87.43374750000001
CG2617,0.0470645317806889,0.0328167730173199,0.0904465799886941,0.0659340659340659,0.037037037037037,0.0311526479750778,0.1267893660531697,0.0556597873671044,0.0,299.0,8.938937974583464,1606.2530875723437,283.272671956756,48.49134875
Ns4,0.0984958757884522,0.0537830446672743,0.1249293386093838,0.0659340659340659,0.072879330943847,0.0809968847352024,0.1206543967280163,0.2176360225140713,0.0416666666666666,775.5,9.23826542955429,2791.0981162596468,596.2591530944512,46.35557825
Rhau,0.0300824842309558,0.0241567912488605,0.040135669869983,0.0256410256410256,0.019115890083632,0.0716510903426791,0.0306748466257668,0.0494058786741713,0.0972222222222222,293.25,10.020352803270914,2017.2808281211696,536.9338726186672,27.53860125
bur,0.1601164483260553,0.0984503190519598,0.187111362351611,0.1575091575091575,0.1135005973715651,0.1433021806853582,0.1820040899795501,0.2245153220762976,0.0694444444444444,260.5,10.985312611114,7828.113504256758,1371.99883015821,82.8497045
CG3651,0.1120815138282387,0.0907019143117593,0.1644997173544375,0.1355311355311355,0.084826762246117,0.1152647975077881,0.147239263803681,0.1513445903689806,0.0555555555555555,315.5,10.085271201930649,4287.466650163973,673.1446797228357,65.3585455
Slmap,0.2726831635128578,0.1394712853236098,0.3193894855850763,0.3223443223443223,0.1935483870967742,0.2990654205607476,0.2883435582822086,0.3420888055034397,0.1805555555555555,597.25,10.0689599717275,4533.680349024803,904.961541372688,50.13509325
lgs,0.4240659873847647,0.2889699179580675,0.4714527981910684,0.3992673992673993,0.2867383512544803,0.4174454828660436,0.3926380368098159,0.4390243902439024,0.5416666666666666,322.75,10.2875649269391,6778.663956710224,558.8291500094813,25.551173
Ephrin,0.2789907811741873,0.1918869644484959,0.2933860938383267,0.3223443223443223,0.2090800477897252,0.3052959501557632,0.2085889570552147,0.3133208255159475,0.25,646.75,8.08746600516569,4421.91548246088,1277.1782897596725,36.30072325
Slip1,0.249878699660359,0.1823154056517775,0.3278688524590163,0.2307692307692307,0.2258064516129032,0.1962616822429906,0.2556237218813906,0.3458411507191995,0.2083333333333333,805.25,10.809582752827,6891.43053560047,1409.674591183275,90.50947225
4E-T,0.1518680252304706,0.1157702825888787,0.1950254381006218,0.1391941391941392,0.1087216248506571,0.2211838006230529,0.1595092024539877,0.2120075046904315,0.2222222222222222,612.75,10.45262796157545,4289.562794118713,771.695387974671,37.9926195
PlexA,0.7860262008733624,0.597538742023701,1.1040135669869984,0.7948717948717948,0.6045400238948626,0.7663551401869159,0.869120654396728,1.0744215134459036,0.5972222222222222,1022.25,11.79995007804995,8116.611388498054,1041.901643797435,21.86792175
Zyx,0.2964580300824842,0.2073837739288969,0.35895986433013,0.3443223443223443,0.2258064516129032,0.2336448598130841,0.3640081799591002,0.3139462163852408,0.2083333333333333,703.5,12.44525293734845,4346.6532860935295,1041.2787524609537,78.285168
